mouse_gene,human_gene,priority_rank,priority_reason,pmid,doi,pmcid,title,journal,year,cited_by,gene_in_title,method_in_abstract,zone_in_abstract,why_this_record,url
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,17460091,10.1523/jneurosci.0417-07.2007,PMC4916654,"Inactivation of Arx, the murine ortholog of the X-linked lissencephaly with ambiguous genitalia gene, leads to severe disorganization of the ventral telencephalon with impaired neuronal migration and differentiation.",The Journal of neuroscience : the official journal of the Society for Neuroscience,2007,116,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1523/jneurosci.0417-07.2007
Mib1,MIB1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,11839717,10.1136/gut.50.3.373,PMC1773132,"Aberrant expression of minichromosome maintenance proteins 2 and 5, and Ki-67 in dysplastic squamous oesophageal epithelium and Barrett's mucosa.",Gut,2002,114,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1136/gut.50.3.373
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,19306868,10.1016/j.yexcr.2009.03.008,PMC2696577,Sox9 directly promotes Bapx1 gene expression to repress Runx2 in chondrocytes.,Experimental cell research,2009,113,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.yexcr.2009.03.008
Kdelr2,KDELR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34007986,10.1210/endrev/bnab017,PMC8755987,Osteogenesis Imperfecta: Mechanisms and Signaling Pathways Connecting Classical and Rare OI Types.,Endocrine reviews,2022,111,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/endrev/bnab017
Bambi,BAMBI,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28246184,10.1101/cshperspect.a022194,PMC5749157,TGF-β Family Signaling in Epithelial Differentiation and Epithelial-Mesenchymal Transition.,Cold Spring Harbor perspectives in biology,2018,108,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a022194
Rbpj,RBPJ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28893838,10.1101/cshperspect.a031559,PMC6027931,Biology of Bone: The Vasculature of the Skeletal System.,Cold Spring Harbor perspectives in medicine,2018,105,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a031559
Kdm2a,KDM2A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31434789,10.1073/pnas.1905489116,PMC6731662,The RNA demethylase FTO is required for maintenance of bone mass and functions to protect osteoblasts from genotoxic damage.,Proceedings of the National Academy of Sciences of the United States of America,2019,103,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1905489116
Dcp2,DCP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29042220,10.1053/j.gastro.2017.10.009,PMC5811324,Long Noncoding RNA uc.173 Promotes Renewal of the Intestinal Mucosa by Inducing Degradation of MicroRNA 195.,Gastroenterology,2018,100,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1053/j.gastro.2017.10.009
Fkbp1a,FKBP1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24449086,10.1002/stem.1633,PMC4419363,Alk2 regulates early chondrogenic fate in fibrodysplasia ossificans progressiva heterotopic endochondral ossification.,"Stem cells (Dayton, Ohio)",2014,91,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/stem.1633
Sufu,SUFU,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32540122,10.1016/j.semcdb.2020.05.029,PMC7736055,Developmental and regenerative paradigms of cilia regulated hedgehog signaling.,Seminars in cell & developmental biology,2021,90,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.semcdb.2020.05.029
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22402194,10.1210/er.2011-1039,PMC3365851,New roles of carboxypeptidase E in endocrine and neural function and cancer.,Endocrine reviews,2012,88,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/er.2011-1039
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21377629,10.1016/b978-0-12-384878-9.00007-8,PMC3159961,"Toward a better understanding of human eye disease insights from the zebrafish, Danio rerio.",Progress in molecular biology and translational science,2011,87,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/b978-0-12-384878-9.00007-8
Suz12,SUZ12,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27254479,10.1080/03008207.2016.1194406,PMC5301950,Emerging roles for long noncoding RNAs in skeletal biology and disease.,Connective tissue research,2017,85,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1080/03008207.2016.1194406
Atp2b1,ATP2B1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21937605,10.1152/ajprenal.00504.2010,PMC3330715,"The epithelial sodium/proton exchanger, NHE3, is necessary for renal and intestinal calcium (re)absorption.",American journal of physiology. Renal physiology,2012,83,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1152/ajprenal.00504.2010
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24961486,10.1111/nyas.12463,PMC4334369,Function and regulation of primary cilia and intraflagellar transport proteins in the skeleton.,Annals of the New York Academy of Sciences,2015,81,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1111/nyas.12463
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,17428991,10.1523/jneurosci.0111-07.2007,PMC6672534,Human cortical neurons originate from radial glia and neuron-restricted progenitors.,The Journal of neuroscience : the official journal of the Society for Neuroscience,2007,81,False,immunofluorescence,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1523/jneurosci.0111-07.2007
Ift52,IFT52,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24961486,10.1111/nyas.12463,PMC4334369,Function and regulation of primary cilia and intraflagellar transport proteins in the skeleton.,Annals of the New York Academy of Sciences,2015,81,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1111/nyas.12463
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24961486,10.1111/nyas.12463,PMC4334369,Function and regulation of primary cilia and intraflagellar transport proteins in the skeleton.,Annals of the New York Academy of Sciences,2015,81,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1111/nyas.12463
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,16606826,10.1073/pnas.0601700103,PMC1458857,Impaired neurogenesis and cardiovascular development in mice lacking the E3 ubiquitin ligases UBR1 and UBR2 of the N-end rule pathway.,Proceedings of the National Academy of Sciences of the United States of America,2006,79,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.0601700103
Rbpj,RBPJ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22354840,10.1242/dev.070649,PMC3283126,Cartilage-specific RBPjκ-dependent and -independent Notch signals regulate cartilage and bone development.,"Development (Cambridge, England)",2012,78,False,,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.070649
Vps29,VPS29,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25713287,10.1124/pr.114.009464,PMC4394688,International Union of Basic and Clinical Pharmacology. XCIII. The parathyroid hormone receptors--family B G protein-coupled receptors.,Pharmacological reviews,2015,78,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1124/pr.114.009464
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24007660,10.1016/j.jprot.2013.08.016,PMC3873800,Proteomic analysis of human dental cementum and alveolar bone.,Journal of proteomics,2013,75,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.jprot.2013.08.016
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,19651899,10.1128/mcb.01498-08,PMC2747977,The E3 ubiquitin ligase TEB4 mediates degradation of type 2 iodothyronine deiodinase.,Molecular and cellular biology,2009,74,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1128/mcb.01498-08
Kdm1a,KDM1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21452283,10.1002/jbmr.397,PMC3353550,Nfat1 regulates adult articular chondrocyte function through its age-dependent expression mediated by epigenetic histone methylation.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2011,73,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.397
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,18407257,10.1016/j.ydbio.2008.02.044,PMC2800102,Ndrg4 is required for normal myocyte proliferation during early cardiac development in zebrafish.,Developmental biology,2008,68,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2008.02.044
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,37704733,10.1038/s41586-023-06519-1,PMC10829697,A vertebral skeletal stem cell lineage driving metastasis.,Nature,2023,67,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41586-023-06519-1
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34137454,10.14670/hh-18-355,PMC8678381,The hypertrophic chondrocyte: To be or not to be.,Histology and histopathology,2021,66,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.14670/hh-18-355
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29467240,10.1242/dev.153049,PMC5897593,"Identification, isolation and characterization of human LGR5-positive colon adenoma cells.","Development (Cambridge, England)",2018,65,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.153049
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,19147010,10.1016/s0070-2153(08)00811-9,PMC3107512,Cilia involvement in patterning and maintenance of the skeleton.,Current topics in developmental biology,2008,65,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/s0070-2153(08)00811-9
Mettl14,METTL14,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34462564,10.1038/s41401-021-00756-8,PMC9061799,The m<sup>6</sup>A demethylase FTO promotes the osteogenesis of mesenchymal stem cells by downregulating PPARG.,Acta pharmacologica Sinica,2022,64,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41401-021-00756-8
Sufu,SUFU,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27930311,10.1073/pnas.1612520114,PMC5187670,Spop promotes skeletal development and homeostasis by positively regulating Ihh signaling.,Proceedings of the National Academy of Sciences of the United States of America,2016,61,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1612520114
Pax9,PAX9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,17764670,10.1016/j.ydbio.2007.07.036,PMC2270479,Hand transcription factors cooperatively regulate development of the distal midline mesenchyme.,Developmental biology,2007,61,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2007.07.036
Unc5b,UNC5B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34343857,10.1016/j.biomaterials.2021.121041,PMC8477312,Spatiotemporal blood vessel specification at the osteogenesis and angiogenesis interface of biomimetic nanofiber-enabled bone tissue engineering.,Biomaterials,2021,60,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.biomaterials.2021.121041
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,17698054,10.1016/j.ydbio.2007.07.018,PMC2062520,Kinesin-2 controls development and patterning of the vertebrate skeleton by Hedgehog- and Gli3-dependent mechanisms.,Developmental biology,2007,60,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.ydbio.2007.07.018
Cbfb,CBFB,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24850862,10.1073/pnas.1310617111,PMC4060659,Cbfβ deletion in mice recapitulates cleidocranial dysplasia and reveals multiple functions of Cbfβ required for skeletal development.,Proceedings of the National Academy of Sciences of the United States of America,2014,58,False,,hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1310617111
Suv39h1,SUV39H1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27864305,10.1101/cshperspect.a026443,PMC5204328,Oncogenic Mechanisms of Histone H3 Mutations.,Cold Spring Harbor perspectives in medicine,2017,58,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a026443
Suz12,SUZ12,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27864305,10.1101/cshperspect.a026443,PMC5204328,Oncogenic Mechanisms of Histone H3 Mutations.,Cold Spring Harbor perspectives in medicine,2017,58,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a026443
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27864305,10.1101/cshperspect.a026443,PMC5204328,Oncogenic Mechanisms of Histone H3 Mutations.,Cold Spring Harbor perspectives in medicine,2017,58,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1101/cshperspect.a026443
Unc5b,UNC5B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25483983,10.1002/jbmr.2421,PMC4689304,Netrin-1 is a critical autocrine/paracrine factor for osteoclast differentiation.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2015,56,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.2421
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32161063,10.1242/dev.179325,PMC7075071,Skeletal stem cells: insights into maintaining and regenerating the skeleton.,"Development (Cambridge, England)",2020,54,False,,resting; perichondrial,closed-access record matching gene x growth-plate x method,https://doi.org/10.1242/dev.179325
Cbfb,CBFB,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28864530,10.1073/pnas.1619294114,PMC5617241,Cbfβ governs osteoblast-adipocyte lineage commitment through enhancing β-catenin signaling and suppressing adipogenesis gene expression.,Proceedings of the National Academy of Sciences of the United States of America,2017,53,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1619294114
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22771375,10.1016/j.bone.2012.06.021,PMC3412883,The intraflagellar transport protein IFT80 is required for cilia formation and osteogenesis.,Bone,2012,51,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2012.06.021
Ift52,IFT52,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27250654,10.1177/0022034516652383,PMC5076748,Primary Cilia and Intraflagellar Transport Proteins in Bone and Cartilage.,Journal of dental research,2016,51,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1177/0022034516652383
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27250654,10.1177/0022034516652383,PMC5076748,Primary Cilia and Intraflagellar Transport Proteins in Bone and Cartilage.,Journal of dental research,2016,51,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1177/0022034516652383
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27250654,10.1177/0022034516652383,PMC5076748,Primary Cilia and Intraflagellar Transport Proteins in Bone and Cartilage.,Journal of dental research,2016,51,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1177/0022034516652383
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22619377,10.1093/hmg/dds191,PMC3406757,"Spg20-/- mice reveal multimodal functions for Troyer syndrome protein spartin in lipid droplet maintenance, cytokinesis and BMP signaling.",Human molecular genetics,2012,49,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/dds191
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,18551195,10.1172/jci35243,PMC2423867,Phosphorylation of GSK-3beta by cGMP-dependent protein kinase II promotes hypertrophic differentiation of murine chondrocytes.,The Journal of clinical investigation,2008,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1172/jci35243
Rbpj,RBPJ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34415582,10.1002/glia.24075,PMC8502208,Notch signaling via Hey1 and Id2b regulates Müller glia's regenerative response to retinal injury.,Glia,2021,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/glia.24075
Sufu,SUFU,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466187,10.1093/hmg/ddw240,PMC5291234,"An inactivating mutation in intestinal cell kinase, ICK, impairs hedgehog signalling and causes short rib-polydactyly syndrome.",Human molecular genetics,2016,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw240
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466187,10.1093/hmg/ddw240,PMC5291234,"An inactivating mutation in intestinal cell kinase, ICK, impairs hedgehog signalling and causes short rib-polydactyly syndrome.",Human molecular genetics,2016,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw240
Fuz,FUZ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466187,10.1093/hmg/ddw240,PMC5291234,"An inactivating mutation in intestinal cell kinase, ICK, impairs hedgehog signalling and causes short rib-polydactyly syndrome.",Human molecular genetics,2016,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw240
Fkbp1a,FKBP1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26776312,10.1016/j.cytogfr.2015.12.007,PMC4753137,"Common mutations in ALK2/ACVR1, a multi-faceted receptor, have roles in distinct pediatric musculoskeletal and neural orphan disorders.",Cytokine & growth factor reviews,2016,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cytogfr.2015.12.007
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466187,10.1093/hmg/ddw240,PMC5291234,"An inactivating mutation in intestinal cell kinase, ICK, impairs hedgehog signalling and causes short rib-polydactyly syndrome.",Human molecular genetics,2016,48,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw240
Brd2,BRD2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,28977604,10.1210/en.2017-00299,PMC5659683,Metformin Affects Cortical Bone Mass and Marrow Adiposity in Diet-Induced Obesity in Male Mice.,Endocrinology,2017,47,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/en.2017-00299
Smurf2,SMURF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,20392258,10.1111/j.1749-6632.2009.05212.x,PMC2892882,"Beta-catenin, cartilage, and osteoarthritis.",Annals of the New York Academy of Sciences,2010,47,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1111/j.1749-6632.2009.05212.x
Lrp6,LRP6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24047892,10.1074/jbc.m113.463554,PMC3820861,Epidermal growth factor receptor (EGFR) signaling regulates epiphyseal cartilage development through β-catenin-dependent and -independent pathways.,The Journal of biological chemistry,2013,47,False,immunohistochemistry,hypertrophic; perichondrial,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m113.463554
Apc,APC,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38141609,10.1016/j.devcel.2023.11.029,PMC10843704,YAP and TAZ couple osteoblast precursor mobilization to angiogenesis and mechanoregulation in murine bone development.,Developmental cell,2024,46,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.devcel.2023.11.029
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,38141609,10.1016/j.devcel.2023.11.029,PMC10843704,YAP and TAZ couple osteoblast precursor mobilization to angiogenesis and mechanoregulation in murine bone development.,Developmental cell,2024,46,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.devcel.2023.11.029
Fkbp1a,FKBP1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,20362703,10.1016/j.bone.2010.03.021,PMC3087869,FGFR3 signaling induces a reversible senescence phenotype in chondrocytes similar to oncogene-induced premature senescence.,Bone,2010,46,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2010.03.021
Hoxa11,HOXA11,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,32170021,10.1073/pnas.1920860117,PMC7132104,<i>Hox</i> genes maintain critical roles in the adult skeleton.,Proceedings of the National Academy of Sciences of the United States of America,2020,46,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.1920860117
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30327434,10.1074/jbc.ra118.003909,PMC6295726,Loss of histone methyltransferase Ezh2 stimulates an osteogenic transcriptional program in chondrocytes but does not affect cartilage development.,The Journal of biological chemistry,2018,46,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.ra118.003909
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31121357,10.1016/j.bone.2019.05.027,PMC7558415,Persistent Sox9 expression in hypertrophic chondrocytes suppresses transdifferentiation into osteoblasts.,Bone,2019,45,False,lineage tracing,hypertrophic; terminal_hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2019.05.027
Kif3b,KIF3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29360984,10.1093/hmg/ddy031,PMC5886260,Regulation of ciliary function by fibroblast growth factor signaling identifies FGFR3-related disorders achondroplasia and thanatophoric dysplasia as ciliopathies.,Human molecular genetics,2018,44,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddy031
Eif3h,EIF3H,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27133484,10.1002/wrna.1355,PMC4909581,RNA-binding proteins in eye development and disease: implication of conserved RNA granule components.,Wiley interdisciplinary reviews. RNA,2016,44,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/wrna.1355
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,29360984,10.1093/hmg/ddy031,PMC5886260,Regulation of ciliary function by fibroblast growth factor signaling identifies FGFR3-related disorders achondroplasia and thanatophoric dysplasia as ciliopathies.,Human molecular genetics,2018,44,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddy031
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,23333501,10.1016/j.yexcr.2012.12.028,PMC3908790,IFT80 is essential for chondrocyte differentiation by regulating Hedgehog and Wnt signaling pathways.,Experimental cell research,2013,44,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.yexcr.2012.12.028
Ptbp1,PTBP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27133484,10.1002/wrna.1355,PMC4909581,RNA-binding proteins in eye development and disease: implication of conserved RNA granule components.,Wiley interdisciplinary reviews. RNA,2016,44,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/wrna.1355
Gsk3b,GSK3B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22761446,10.1074/jbc.m112.372086,PMC3436165,GSK-3α and GSK-3β proteins are involved in early stages of chondrocyte differentiation with functional redundancy through RelA protein phosphorylation.,The Journal of biological chemistry,2012,43,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m112.372086
Nedd4,NEDD4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31907393,10.1038/s41418-019-0484-5,PMC7308277,Dual targeting of SREBP2 and ERRα by carnosic acid suppresses RANKL-mediated osteoclastogenesis and prevents ovariectomy-induced bone loss.,Cell death and differentiation,2020,43,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/s41418-019-0484-5
Prkar1a,PRKAR1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31162547,10.1210/jc.2019-00697,PMC6736211,Germline USP8 Mutation Associated With Pediatric Cushing Disease and Other Clinical Features: A New Syndrome.,The Journal of clinical endocrinology and metabolism,2019,42,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1210/jc.2019-00697
Cbfb,CBFB,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25358268,10.1002/jbmr.2397,PMC7363154,Core binding factor β of osteoblasts maintains cortical bone mass via stabilization of Runx2 in mice.,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2015,42,False,immunohistochemistry,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.2397
Arnt,ARNT,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,31107137,10.1080/15384101.2019.1620572,PMC6592248,Deletion of clock gene Bmal1 impaired the chondrocyte function due to disruption of the HIF1α-VEGF signaling pathway.,"Cell cycle (Georgetown, Tex.)",2019,41,False,,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1080/15384101.2019.1620572
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,34162750,10.1126/scitranslmed.abb2233,PMC8638088,A self-amplifying loop of YAP and SHH drives formation and expansion of heterotopic ossification.,Science translational medicine,2021,41,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1126/scitranslmed.abb2233
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466190,10.1093/hmg/ddw241,PMC5291235,"IFT52 mutations destabilize anterograde complex assembly, disrupt ciliogenesis and result in short rib polydactyly syndrome.",Human molecular genetics,2016,41,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw241
Ift172,IFT172,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,27466190,10.1093/hmg/ddw241,PMC5291235,"IFT52 mutations destabilize anterograde complex assembly, disrupt ciliogenesis and result in short rib polydactyly syndrome.",Human molecular genetics,2016,41,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/hmg/ddw241
Rbpj,RBPJ,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,30067156,10.1152/physrev.00029.2017,PMC6442920,Intriguing Roles for Endothelial ADAM10/Notch Signaling in the Development of Organ-Specific Vascular Beds.,Physiological reviews,2018,40,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1152/physrev.00029.2017
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,14745007,10.1073/pnas.0307972100,PMC337032,Cerebellar granule cell precursors can differentiate into astroglial cells.,Proceedings of the National Academy of Sciences of the United States of America,2004,40,False,,proliferative,closed-access record matching gene x growth-plate x method,https://doi.org/10.1073/pnas.0307972100
Smurf2,SMURF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22767605,10.1074/jbc.m112.349415,PMC3436559,SnoN suppresses maturation of chondrocytes by mediating signal cross-talk between transforming growth factor-β and bone morphogenetic protein pathways.,The Journal of biological chemistry,2012,39,False,,prehypertrophic; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m112.349415
Smad6,SMAD6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,22767605,10.1074/jbc.m112.349415,PMC3436559,SnoN suppresses maturation of chondrocytes by mediating signal cross-talk between transforming growth factor-β and bone morphogenetic protein pathways.,The Journal of biological chemistry,2012,39,False,,prehypertrophic; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1074/jbc.m112.349415
Cbfb,CBFB,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,24821091,10.1002/jbmr.2275,PMC4644666,Core binding factor beta (Cbfβ) controls the balance of chondrocyte proliferation and differentiation by upregulating Indian hedgehog (Ihh) expression and inhibiting parathyroid hormone-related protein receptor (PPR) expression in postnatal cartilage,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,2014,39,False,,resting; proliferative; hypertrophic,closed-access record matching gene x growth-plate x method,https://doi.org/10.1002/jbmr.2275
