active_ingredient,source_type,pmid,pmcid,year,title,mentions_growth_effect,mentions_growth_harm,note
FENOTEROL HYDROBROMIDE,regulatory / label-adjacent literature (Europe PMC),22999940,PMC3462279,2012,High-throughput screening for bioactive molecules using primary cell culture of transgenic zebrafish embryos.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FENOTEROL HYDROBROMIDE,regulatory / label-adjacent literature (Europe PMC),32182815,PMC7140620,2020,Boosting the Biogenesis and Secretion of Mesenchymal Stem Cell-Derived Exosomes.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FENOTEROL HYDROBROMIDE,regulatory / label-adjacent literature (Europe PMC),23369501,PMC3560985,2012,Understanding drug uptake and binding within targeted disease micro-environments in patients: a new tool for translational medicine.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FENOTEROL HYDROBROMIDE,regulatory / label-adjacent literature (Europe PMC),32210735,PMC6750668,2004,IPCRG abstracts.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
FENOTEROL HYDROBROMIDE,regulatory / label-adjacent literature (Europe PMC),3406911,PMC461181,1988,"Proceedings of the British Thoracic Society. 1987 winter meeting. 8-9 December 1987, London. Abstracts.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),41414868,PMC12715417,2025,Novel Kidney Biomarkers and Antibiotics-Induced Acute Kidney Injury: A Practical Assessment of Current and Future Applications.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),39861758,PMC11768398,2025,Pulmonary Delivery of Antibiotics to the Lungs: Current State and Future Prospects.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),41710582,PMC12912003,2026,Inhalation: A Smart Strategy and Increasing Potential for Drug Delivery.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),39372891,PMC11450733,2024,Safety profile of drugs used in non-cystic fibrosis bronchiectasis: a narrative review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),40895544,PMC12391033,2025,Case Report: Polymyxin E-associated reversible leukopenia.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),42328179,PMC13275400,2026,Impact of multisite colonization and comparative microbiological outcomes of colistin-sulbactam vs. colistin-tigecycline in CRAB hospital-acquired pneumonia: a propensity score-matched analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),41901758,PMC13029713,2026,Microbiological Characteristics and Clinical Outcomes of Periprosthetic Infections Following Oncologic Megaprosthetic Reconstruction: A Retrospective Cohort Study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),39518670,PMC11547045,2024,Therapeutic Interventions for <i>Pseudomonas</i> Infections in Cystic Fibrosis Patients: A Review of Phase IV Trials.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),41450572,PMC12727605,2025,Global trends in carbapenem-resistant gram-negative bacteria research (2020-2025): a bibliometric analysis and systematic review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),40821127,PMC12354991,2025,"Evaluating the Efficacy and Safety of Anidulafungin and Caspofungin in Invasive Candida Infections in Intensive Care Units in India: A Prospective, Observational, Multicenter, Open-Label Study.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),40869258,PMC12386939,2025,Peripheral Nerve Decellularisation Protocol for Allogeneic Transplantation: From Tissue Procurement to Banking.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
COLISTIMETHATE,regulatory / label-adjacent literature (Europe PMC),,PMC12988533,2026,Functional biomaterials for the treatment of periprosthetic joint infection: A systematic review of preclinical animal studies,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),42315414,,2026,Safety and efficacy of elexacaftor/tezacaftor/ivacaftor in children ≥2 years with cystic fibrosis: 96-week interim results from a phase 3 open-label extension study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41976926,PMC13072773,2026,Prenatal Elexacaftor/Tezacaftor/Ivacaftor for Fetal Meconium Ileus: First Italian Case and Narrative Overview of the Emerging Evidence.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),42170795,PMC13239390,2026,Physiologically Based Pharmacokinetic Modeling of Elexacaftor/Tezacaftor/Ivacaftor in Infants With Cystic Fibrosis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41814527,PMC13159788,2026,Improved Quality of Life in Children With Cystic Fibrosis Who Received Transmembrane Conductance Regulator Modulators.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),42327902,PMC13279699,2026,Risk of drug-related aggression in pediatric populations: a pharmacovigilance analysis using the FAERS database.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41303006,PMC12653656,2025,"Comprehensive Evaluation of Elexacaftor/Tezacaftor/Ivacaftor in Paediatric Cystic Fibrosis: Nutritional, Pulmonary, and Quality-of-Life Outcomes.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41744676,PMC12937645,2026,Beyond BMI: Nutritional Recovery and Functional Implications of CFTR Modulators in Cystic Fibrosis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),40540670,PMC12393130,2025,Clinical Effectiveness of Elexacaftor/Tezacaftor/Ivacaftor in 6- to 11-Year-Olds with Cystic Fibrosis: An Observational Study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41482647,PMC12759134,2026,"Assessment of efficacy and tolerability of elexacaftor-tezacaftor-ivacaftor in an observational cohort study of ""aged"" people with cystic fibrosis.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41010724,PMC12470531,2025,Case Series on the Combined Therapy with Elexacaftor/Tezacaftor/Ivacaftor During Pregnancy in Women with Severe Cystic Fibrosis: A Retrospective Report from an Italian Centre.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),,PMC13095397,2026,Discrepant Results on Two Different Single Gene Non-invasive Prenatal Tests for Cystic Fibrosis: A Case Report,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ELEXACAFTOR,regulatory / label-adjacent literature (Europe PMC),41343120,PMC12992851,2026,Real-World Impact of Elexacaftor/Tezacaftor/Ivacaftor (ELX/TEZ/IVA) in Italy: A Retrospective Study from a Cystic Fibrosis Center.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),42312020,PMC13271143,2026,Salivary Cortisol versus Serum Cortisol Levels in Asthmatic Children Treated with Inhaled Corticosteroid Alone or in Combination with Montelukast.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41914642,PMC13037353,2026,Beyond Isotretinoin: A Narrative Review of Emerging Systemic Therapies for Moderate-to-Severe Acne.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41353847,PMC12741292,2026,Montelukast as a novel therapeutic approach in metastatic uveal melanoma harboring a CYSLTR2 mutation: a translational case report.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),42327902,PMC13279699,2026,Risk of drug-related aggression in pediatric populations: a pharmacovigilance analysis using the FAERS database.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41859285,PMC12995823,2026,"Rethinking asthma therapy, part 2: transdermal strategies for adjunct asthma and allergy treatments.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41684923,PMC12890633,2026,A real-world investigation of drug-induced hyperglycemia and diabetes mellitus in pediatric populations using the FDA adverse event reporting system.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41424665,PMC12714407,2025,Effectiveness of the antihistamine and anti-PAF effects of rupatadine in allergic diseases: off-label use in a case series study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),39912596,PMC12006882,2025,Effects of Montelukast on Neuroinflammation in Parkinson's Disease: An Open Label Safety and Tolerability Trial with CSF Markers and [&lt;sup&gt;11&lt;/sup&gt;C]PBR28 PET.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),42220678,PMC13218998,2026,Arthropod Exposure-Associated Neurogenic Pruritus: A Complex Neuro-Immune Transition Mimicking Refractory Urticaria.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),40390260,PMC12105541,2025,Leukotriene Receptor Antagonists for the Treatment of Atopic Dermatitis: A Systematic Review and Meta-analysis.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41946776,PMC13062119,2026,Montelukast attenuates diclofenac sodium-induced cardiotoxicity in male rats via targeting Wnt/β-catenin pathway.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
MONTELUKAST,regulatory / label-adjacent literature (Europe PMC),41884050,PMC13010836,2026,Therapeutic interventions and pulmonary function in pediatric patients with post-infectious bronchiolitis obliterans.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),40584810,PMC12206079,2025,Short Stature Due to a Novel Compound Heterozygous Mutation of the &lt;i&gt;POU1F1&lt;/i&gt; Gene.,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),41019329,PMC12460080,2025,Endocrine complications after solid organ transplantation in childhood and adolescents.,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),42278392,PMC13256144,2026,Association Between the Levothyroxine Therapy and the Levels of Anti-Thyroid Antibodies in Women with Hypothyroidism Due to Hashimoto's Thyroiditis-Narrative Review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),41034003,PMC13265111,2026,Mycobacterium intracellulare Infection in a Japanese Patient with Signal Transducer and Activator of Transcription-3 Gain-of-function Syndrome.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),40348586,PMC12063204,2025,"Phase 1 Study Evaluating the Pharmacokinetics, Dose Proportionality, Bioavailability, and Tolerability of Subcutaneous Levothyroxine Sodium (XP-8121).",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),41606799,PMC13271778,2026,Clinical spectrum of extreme insulin resistance syndromes treated with rhIGF-1: A single-center experience.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),41926344,PMC13055408,2026,Use of Apixaban for Venous Thromboembolism Prophylaxis in an Older Hemodialysis Patient After Total Knee Replacement: A Case Report.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),,PMC12507348,2025,Oral Presentation,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),42041544,PMC13114338,2026,Endocrine Late Effects of Targeted and Immune-Based Therapies in Pediatric Oncology.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),40747299,PMC12310445,2025,The impact of thyroid hormone concentration fluctuations on colon cancer proliferation and growth.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),38313927,PMC10836615,2024,Hashimoto's Thyroiditis in Noonan Syndrome: A Case Report.,False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
LEVOTHYROXINE,regulatory / label-adjacent literature (Europe PMC),42238011,PMC13227224,2026,Balancing the benefits and risks of GLP-1 receptor agonists: a clinical guide for shared decision-making.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),41125713,PMC12546865,2025,Multicenter randomized trial assessing efficacy and safety of aerosolized dornase Alfa in COVID-19 ARDS.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),42198355,PMC13209488,2026,Mucoactive Agents in Muco-Obstructive Lung Diseases: A Critical Reappraisal of Pharmacological Effects and Clinical Outcomes.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),40778614,PMC12333320,2025,Cystic Fibrosis Year in Review 2024.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),39562833,PMC11711088,2025,Use of mucolytics and inhaled antibiotics in the NICU.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),41712061,PMC13005781,2026,Mucus as a Treatable Trait in Chronic Airway Diseases.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),41107976,PMC12535134,2025,The role of NETosis in breast cancer: mechanistic insights and biomarker potential.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),41155640,PMC12567145,2025,"Wound Healing: Molecular Mechanisms, Antimicrobial Peptides, and Emerging Technologies in Regenerative Medicine.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),40540670,PMC12393130,2025,Clinical Effectiveness of Elexacaftor/Tezacaftor/Ivacaftor in 6- to 11-Year-Olds with Cystic Fibrosis: An Observational Study.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),35740461,PMC9220205,2022,Harnessing the Potential of Enzymes as Inhaled Therapeutics in Respiratory Tract Diseases: A Review of the Literature.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),34941914,PMC8699637,2021,Comparison of biosimilar Tigerase and Pulmozyme in long-term symptomatic therapy of patients with cystic fibrosis and severe pulmonary impairment (subgroup analysis of a Phase III randomized open-label clinical trial (NC,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),42058217,PMC13121387,2026,Biofilm adaptation and mucosal immune dysregulation in recalcitrant chronic rhinosinusitis: from pathogenesis to a therapeutic roadmap.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
DORNASE ALFA,regulatory / label-adjacent literature (Europe PMC),32751886,PMC7463544,2020,Aerosol Delivery of Dornase Alfa Generated by Jet and Mesh Nebulizers.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),42305977,PMC13266595,2026,Beta&lt;sub&gt;2&lt;/sub&gt;-agonist and anti-inflammatory combination therapy for asthma rescue: a paradigm shift in asthma care.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),40120047,PMC12187808,2025,"Unveiling the Complexities of Pediatric Asthma Treatment: Evidence, Controversies, and Emerging Approaches.",False,True,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),41142213,PMC12546671,2025,The use of expired resuscitation medications for life-threatening first aid conditions: a systematic search and narrative review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),40459987,PMC12287910,2025,Determination of pediatric asthma severity using retrospective electronic health record prescription data: an analysis before and after the 2020 national asthma education and prevention program guideline update.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),40250558,PMC12240696,2025,Controversies in Allergy: Should I Combine an ICS With a SABA or With Formoterol for Reliever Therapy?,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),41863005,PMC13172016,2026,Beyond the Wheeze: Incidental Diagnosis of Eosinophilic Oesophagitis in a Young Child With Asthma-Like Symptoms.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),39513639,PMC11731317,2025,Dangers of under-treatment and over-treatment with inhaled corticosteroids in children with asthma.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),40384948,PMC12085140,2025,"Albuterol Digihaler in COPD Disease Management: A Real-World Study to Assess Digihaler Inhalation Parameters, Thresholds and Their Use to Identify Deterioration in Clinical Practice.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),42029795,PMC13109459,2026,Cardiovascular Implications of the Enhanced Games: Performance Enhancing Drugs in Competition and Recreation.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),41064377,PMC12503962,2025,An Extremely Preterm Infant With &lt;i&gt;PIK3CA-&lt;/i&gt;Related Overgrowth Spectrum (PROS): Alpelisib Treatment and Outcome.,True,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),42281560,PMC13251661,2026,The AIM4 Next Step study: Comparing inhaled corticosteroid dose escalation to dupilumab in patients with uncontrolled asthma and type 2 inflammation.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ALBUTEROL,regulatory / label-adjacent literature (Europe PMC),36702246,PMC10006338,2023,"""As-Needed"" Inhaled Corticosteroids for Patients With Asthma.",False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),42468662,,2026,Enoxaparin for the treatment of placenta-derived fetal growth restriction (GROWTH): an open-label multicenter randomized trial.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),42345630,PMC13295749,2026,Pharmacotherapeutic Interventions for Sensorineural Hearing Loss: A Scoping Review.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
ENOXAPARIN,regulatory / label-adjacent literature (Europe PMC),41887573,PMC13127331,2026,The dilemma of thromboprophylaxis in stroke patients.,False,False,Europe PMC proxy for regulatory documents. FDA and EMA documents are not retrievable as structured data here; openFDA label endpoint shares the same 1000/day budget as stage 79 and was not spent on it.
